"caliper","n_matched","RD","OR","OR_CI_lower","OR_CI_upper","p_value"
0.05,9184,0.0178571428571427,1.26204847156088,1.08822897708366,1.4636316235923,0.00208155624365185
0.1,9456,0.0162859560067685,1.23687775474291,1.06878457594048,1.43140780155032,0.00433605035327324
0.15,9686,0.0167251703489579,1.24320614520331,1.07633161252359,1.43595291775136,0.00307363243016781
0.2,9858,0.0184621627104883,1.2693208121539,1.1008326436625,1.46359697220336,0.00103026849264143
